"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 16 17:38:03 CET 2022","Wed Nov 16 17:38:03 CET 2022","57","","Should open App personalizada page and check","","Should open App personalizada page and check","Image banners on the Home page href attribute against 'https://play.google.com/store/apps/details?id=io.clupik.chpbenalmadena , https://www.malaga.es/ , https://www.juntadeandalucia.es/turismoydeporte/opencms/'","Image banners on the Home page href attribute against 'https://play.google.com/store/apps/details?id=io.clupik.chpbenalmadena , https://www.malaga.es/ , https://www.juntadeandalucia.es/turismoydeporte/opencms/'",""
"passed","Wed Nov 16 17:35:50 CET 2022","Wed Nov 16 17:35:50 CET 2022","62","","Should open Albumes page and check","","Should open Albumes page and check","Image banners have attribute 'data-sizes' equal to 'auto'","Image banners have attribute 'data-sizes' equal to 'auto'",""
"passed","Wed Nov 16 17:33:35 CET 2022","Wed Nov 16 17:33:45 CET 2022","10031","","Should open Albumes page and check","","Should open Albumes page and check","Albumes page header is Club de Hockey Benalmádena","Albumes page header is Club de Hockey Benalmádena",""
"passed","Wed Nov 16 17:37:05 CET 2022","Wed Nov 16 17:37:05 CET 2022","78","","Should open Alquiler page and check","","Should open Alquiler page and check","Top menu each inner dropdown element's text corresponds 'Hockey'","Top menu each inner dropdown element's text corresponds 'Hockey'",""
"passed","Wed Nov 16 17:36:09 CET 2022","Wed Nov 16 17:36:09 CET 2022","132","","Should open App personalizada page and check","","Should open App personalizada page and check","App personalizada page subheader is undefined","App personalizada page subheader is undefined",""
"passed","Wed Nov 16 17:37:42 CET 2022","Wed Nov 16 17:37:42 CET 2022","83","","Should open App personalizada page and check","","Should open App personalizada page and check","Top menu each inner dropdown element's text corresponds 'Inicio'","Top menu each inner dropdown element's text corresponds 'Inicio'",""
"passed","Wed Nov 16 17:37:22 CET 2022","Wed Nov 16 17:37:22 CET 2022","53","","Should open Alquiler page and check","","Should open Alquiler page and check","Main text bold each element's text corresponds 'Horario de apertura'","Main text bold each element's text corresponds 'Horario de apertura'",""
"passed","Wed Nov 16 17:33:39 CET 2022","Wed Nov 16 17:33:39 CET 2022","61","","Should open https://www.chbenalmadena.com/es and check","","Should open https://www.chbenalmadena.com/es and check","Home page club logotype is visible","Home page club logotype is visible",""
"passed","Wed Nov 16 17:36:10 CET 2022","Wed Nov 16 17:36:10 CET 2022","54","","Should open App personalizada page and check","","Should open App personalizada page and check","Top menu each element's text corresponds 'Oficina online'","Top menu each element's text corresponds 'Oficina online'",""
"passed","Wed Nov 16 17:35:21 CET 2022","Wed Nov 16 17:35:21 CET 2022","126","","Should open Albumes page and check","","Should open Albumes page and check","Top menu each inner dropdown element's text corresponds 'Información'","Top menu each inner dropdown element's text corresponds 'Información'",""
"passed","Wed Nov 16 17:36:09 CET 2022","Wed Nov 16 17:36:10 CET 2022","104","","Should open App personalizada page and check","","Should open App personalizada page and check","Top menu each element's text corresponds 'Club'","Top menu each element's text corresponds 'Club'",""
"failed","Wed Nov 16 17:37:06 CET 2022","Wed Nov 16 17:37:07 CET 2022","895","","Should open Alquiler page and check","","Should open Alquiler page and check","Top menu each inner dropdown element's text corresponds 'Protocolo'","Top menu each inner dropdown element's text corresponds 'Protocolo'",""
"passed","Wed Nov 16 17:33:47 CET 2022","Wed Nov 16 17:33:47 CET 2022","77","","Should open Albumes page and check","","Should open Albumes page and check","Top menu each element's text corresponds 'Club'","Top menu each element's text corresponds 'Club'",""
"passed","Wed Nov 16 17:38:03 CET 2022","Wed Nov 16 17:38:03 CET 2022","54","","Should open App personalizada page and check","","Should open App personalizada page and check","Sponsor categories each element's text corresponds 'Patrocinador Principal'","Sponsor categories each element's text corresponds 'Patrocinador Principal'",""
"passed","Wed Nov 16 17:37:21 CET 2022","Wed Nov 16 17:37:21 CET 2022","77","","Should open Alquiler page and check","","Should open Alquiler page and check","Main text each element's text corresponds 'de 9:00 a 13:00 y de 16:00 a 23:00'","Main text each element's text corresponds 'de 9:00 a 13:00 y de 16:00 a 23:00'",""
"passed","Wed Nov 16 17:37:22 CET 2022","Wed Nov 16 17:37:22 CET 2022","55","","Should open Alquiler page and check","","Should open Alquiler page and check","Main text bold each element's text corresponds 'Sábados'","Main text bold each element's text corresponds 'Sábados'",""
"failed","Wed Nov 16 17:37:55 CET 2022","Wed Nov 16 17:37:56 CET 2022","1020","","Should open App personalizada page and check","","Should open App personalizada page and check","Top menu each inner dropdown element's text corresponds 'Cuotas y contabilidad'","Top menu each inner dropdown element's text corresponds 'Cuotas y contabilidad'",""
"passed","Wed Nov 16 17:36:09 CET 2022","Wed Nov 16 17:36:09 CET 2022","40","","Should open App personalizada page and check","","Should open App personalizada page and check","App personalizada page title is displayed","App personalizada page title is displayed",""
"passed","Wed Nov 16 17:35:50 CET 2022","Wed Nov 16 17:35:51 CET 2022","153","","Should open Albumes page and check","","Should open Albumes page and check","Sponsors list elements have attribute 'data-src' that contains 'https://api.clupik.com/clubs/7671/sponsor/image/'","Sponsors list elements have attribute 'data-src' that contains 'https://api.clupik.com/clubs/7671/sponsor/image/'",""
"failed","Wed Nov 16 17:36:11 CET 2022","Wed Nov 16 17:37:42 CET 2022","91056","","Should open App personalizada page and check","","Should open App personalizada page and check","Top menu number of inner elements","Top menu number of inner elements",""
"passed","Wed Nov 16 17:37:22 CET 2022","Wed Nov 16 17:37:22 CET 2022","54","","Should open Alquiler page and check","","Should open Alquiler page and check","Main text bold each element's text corresponds 'reservar'","Main text bold each element's text corresponds 'reservar'",""
"passed","Wed Nov 16 17:35:33 CET 2022","Wed Nov 16 17:35:33 CET 2022","80","","Should open Alquiler page and check","","Should open Alquiler page and check","Alquiler page title is Alquiler","Alquiler page title is Alquiler",""
"passed","Wed Nov 16 17:33:46 CET 2022","Wed Nov 16 17:33:46 CET 2022","68","","Should open Albumes page and check","","Should open Albumes page and check","Albumes page 'Álbumes' button is displayed","Albumes page 'Álbumes' button is displayed",""
"passed","Wed Nov 16 17:37:58 CET 2022","Wed Nov 16 17:37:58 CET 2022","27","","Should open App personalizada page and check","","Should open App personalizada page and check","Main text is displayed","Main text is displayed",""
"passed","Wed Nov 16 17:35:50 CET 2022","Wed Nov 16 17:35:50 CET 2022","50","","Should open Albumes page and check","","Should open Albumes page and check","Footer links text corresponds 'Condiciones de uso y aviso legal | '","Footer links text corresponds 'Condiciones de uso y aviso legal | '",""
"passed","Wed Nov 16 17:36:08 CET 2022","Wed Nov 16 17:36:08 CET 2022","49","","Should open App personalizada page and check","","Should open App personalizada page and check","App personalizada page subheaders are displayed","App personalizada page subheaders are displayed",""
"passed","Wed Nov 16 17:37:23 CET 2022","Wed Nov 16 17:37:23 CET 2022","51","","Should open Alquiler page and check","","Should open Alquiler page and check","Footer links text corresponds 'Protección de datos | '","Footer links text corresponds 'Protección de datos | '",""
"failed","Wed Nov 16 17:35:23 CET 2022","Wed Nov 16 17:35:25 CET 2022","1846","","Should open Albumes page and check","","Should open Albumes page and check","Top menu each inner dropdown element's text corresponds 'División de Honor B'","Top menu each inner dropdown element's text corresponds 'División de Honor B'",""
"passed","Wed Nov 16 17:33:33 CET 2022","Wed Nov 16 17:33:37 CET 2022","3657","","Should open https://www.chbenalmadena.com/es and check","","Should open https://www.chbenalmadena.com/es and check","Cookies accept button has text Configurar","Cookies accept button has text Configurar",""
"passed","Wed Nov 16 17:33:46 CET 2022","Wed Nov 16 17:33:46 CET 2022","117","","Should open Albumes page and check","","Should open Albumes page and check","Albumes page 'Compartir' button text is Compartir","Albumes page 'Compartir' button text is Compartir",""
"passed","Wed Nov 16 17:36:10 CET 2022","Wed Nov 16 17:36:10 CET 2022","94","","Should open App personalizada page and check","","Should open App personalizada page and check","Top menu each element's text corresponds 'Clasificaciones'","Top menu each element's text corresponds 'Clasificaciones'",""
